group_id,Time (s),difference
1,Release,
2,Move,0.16652989387512562
3,Reach ,0.07200670242309215
4,Release,0.07836294174194336
5,Reach ,0.31192708015441895
6,Grasp ,0.08201336860656738
7,Reach ,0.07811665534972789
8,Release,0.15348410606384633
9,idle,0.07862019538879395
10,Grasp ,0.15584921836853027
11,idle,0.07988858222961426
12,Grasp ,0.4095492362976074
13,Release,0.24458575248717906
14,Move,0.07392930984497426
15,Grasp ,0.15587043762206676
16,Release,0.08023285865784047
17,Move,0.15702247619628906
18,Position,1.6373612880706787
19,Release,0.08017301559448597
20,Grasp ,0.1827492713928187
21,Reach ,0.0801248550415039
22,Grasp ,0.07382035255432129
23,Reach ,0.07850599288940785
24,Grasp ,0.23809885978698375
25,Reach ,0.47375965118408203
26,Grasp ,0.15227031707763672
27,Reach ,0.7875494956970215
28,Grasp ,0.23528909683227894
29,Reach ,0.07910513877868297
30,idle,0.07589721679687855
31,Reach ,0.15641665458678844
32,Move,0.15940499305725098
33,Grasp ,0.22953295707702637
34,Move,0.4717776775360143
35,Release,0.07407093048095348
36,Reach ,0.07966303825378418
37,Release,0.15423107147216797
38,idle,0.07906270027161
39,Release,0.07537508010864258
40,idle,0.1564707756042445
41,Move,0.3901069164276123
42,Grasp ,0.0
43,Move,0.1557765007019043
44,Release,0.62760233879089
45,Position,0.18658924102783558
46,Reach ,0.30524563789367676
47,Release,0.1890721321105957
48,Reach ,0.07734179496765137
49,Release,0.3947722911834681
50,Grasp ,12.582836627960209
51,Move,3.1777172088623047
52,Grasp ,0.8166623115539551
53,Reach ,0.546807050704956
54,idle,1.3244922161102295
55,Release,0.14962339401245117
56,Grasp ,0.07912135124206543
57,Move,0.15799546241760254
58,Release,0.42013001441955566
59,Move,0.6241500377655029
60,Release,0.6206331253051758
61,Move,0.15603351593017578
62,Grasp ,0.15688085556030273
63,Position,1.3269228935241628
64,Grasp ,0.15666890144348855
65,Position,1.4016191959381104
66,Release,0.08204507827758789
67,Position,0.07592463493347879
68,Release,0.23667001724242454
69,Position,0.0748758316040039
70,Grasp ,0.00101470947265625
71,Release,0.1849973201751709
72,Position,0.0820455551147532
73,Grasp ,0.10553359985350852
74,Release,0.4255521297454905
75,Move,0.15485000610350852
76,Grasp ,0.15943694114685059
77,Position,0.38987278938293457
78,Grasp ,0.08073616027832031
79,Position,0.23302698135375977
80,Release,0.07674050331115723
81,Position,2.0966341495513916
82,Release,0.934974193572998
83,Position,0.07494401931762695
84,Release,0.32030725479125977
85,Move,0.22710132598876953
86,Grasp ,0.0009992122650146484
87,Move,0.3371415138244629
88,Position,0.8574442863464355
89,Grasp ,0.07974505424499512
90,Move,0.0759894847869873
91,Position,0.07504963874816895
92,Move,0.1583845615386963
93,Position,0.07666182518005371
94,Move,0.08018994331359863
95,Position,0.15376591682434082
96,Grasp ,0.39124369621276855
97,Position,1.5534982681274414
98,Release,0.07652091979981179
99,Position,0.31412363052367454
100,Release,0.07670044898986816
101,Position,0.08058023452758079
102,Release,0.23540496826172586
103,Position,0.07426857948303933
104,Release,0.1570730209350515
105,Position,0.07909536361694336
106,Release,0.23053550720214844
107,Position,0.07845354080200195
108,Reach ,0.07622885704040527
109,Grasp ,0.859044075012207
110,Move,0.07722878456115723
111,Release,0.3906726837158203
112,Position,0.857358455657959
113,Move,0.07872414588928223
114,Position,0.07621073722839355
115,Move,0.07748556137084961
116,Position,0.6978611946105957
117,Release,0.158128023147583
118,idle,0.15364909172058105
119,Release,0.3899226188659668
120,idle,0.07785868644714355
121,Release,0.07953739166259766
122,Reach ,0.47448253631591797
123,Grasp ,0.15296649932861328
124,Reach ,0.6550002098083496
125,idle,0.8538906574249268
126,Grasp ,0.0021185874938964844
127,idle,0.07686972618103027
128,Grasp ,0.00099945068359375
129,idle,0.1529836654663086
130,Grasp ,0.001013040542602539
131,idle,1.0123145580291748
132,Reach ,0.15301299095153809
133,Grasp ,0.08129119873046875
134,Reach ,0.39089393615722656
135,idle,0.07788777351379395
136,Reach ,0.15564799308776855
137,idle,0.0773935317993164
138,Release,0.07740378379821777
139,idle,0.1578199863433838
140,Position,0.07669830322265625
141,Grasp ,0.7028677463531494
142,idle,0.2355492115020752
143,Reach ,0.15375351905822754
144,Grasp ,0.35780811309814453
145,Move,0.07927083969116211
146,Grasp ,0.4672820568084717
147,idle,0.07824206352233887
148,Grasp ,0.5731415748596191
149,Move,0.7135787010192871
150,Reach ,0.3081998825073242
151,Position,0.3411726951599121
152,Reach ,0.07678508758544922
153,idle,0.07843756675720215
154,Release,0.1566324234008789
155,Position,0.0775916576385498
156,Release,0.9334859848022461
157,Position,1.0147693157196045
158,Reach ,0.07757949829101562
159,Release,0.08011841773986816
160,Position,0.15503931045532227
161,Release,0.07908892631530762
162,Reach ,0.3889946937561035
163,Grasp ,8.19721007347107
164,Reach ,7.523923635482802
165,Grasp ,0.07782816886899013
166,Reach ,0.10907268524172764
167,Grasp ,0.14997816085814009
168,Move,0.0795745849609375
169,Position,0.07579278945924273
170,Release,0.08036041259764204
171,Reach ,0.15697669982911577
