x,y,Time,Time Difference,Distance Travelled (inch),Total Time,Total Distance (foot),Total Distance (m),Speed (feet/sec),Speed (m/sec)
575,502,0.13333333333333333,,,105.5,945.7575098020931,288.2670042944797,8.964526159261546,2.7323886662983856
575,503,0.16666666666666666,0.033333333333333326,0.580110497,,,,,
576,508,0.2,0.033333333333333354,2.9579947442430083,,,,,
573,508,0.23333333333333334,0.033333333333333326,1.7403314909999998,,,,,
579,499,0.26666666666666666,0.033333333333333326,6.274854427105196,,,,,
587,495,0.3,0.033333333333333326,5.188666023012751,,,,,
587,494,0.3333333333333333,0.033333333333333326,0.580110497,,,,,
603,491,0.36666666666666664,0.033333333333333326,9.443514706577236,,,,,
614,486,0.4,0.03333333333333338,7.009501805015796,,,,,
624,481,0.43333333333333335,0.033333333333333326,6.485832528765939,,,,,
642,486,0.4666666666666667,0.033333333333333326,10.837358435828625,,,,,
651,481,0.5,0.033333333333333326,5.972603118016148,,,,,
664,482,0.5333333333333333,0.033333333333333326,7.563715494651408,,,,,
678,484,0.5666666666666667,0.033333333333333326,8.204001325323967,,,,,
692,480,0.6,0.033333333333333326,8.446536332170272,,,,,
641,478,1.2,0.6,29.608376038556624,,,,,
650,468,1.2333333333333334,0.03333333333333344,7.80458853239908,,,,,
659,463,1.2666666666666666,0.033333333333333215,5.972603118016148,,,,,
682,236,2.1,0.8333333333333335,132.35930057568618,,,,,
682,236,2.1333333333333333,0.033333333333333215,0.0,,,,,
681,227,2.1666666666666665,0.033333333333333215,5.25312397301131,,,,,
674,232,2.2,0.03333333333333366,4.990299186019755,,,,,
664,244,2.2333333333333334,0.033333333333333215,9.061615642368595,,,,,
658,256,2.2666666666666666,0.033333333333333215,7.7829990345191264,,,,,
658,255,2.3,0.033333333333333215,0.580110497,,,,,
610,356,2.5,0.20000000000000018,64.87129565580977,,,,,
604,373,2.533333333333333,0.033333333333333215,10.458090711841992,,,,,
603,385,2.566666666666667,0.03333333333333366,6.985455415775704,,,,,
599,388,2.6,0.033333333333333215,2.9005524849999995,,,,,
599,387,2.6333333333333333,0.033333333333333215,0.580110497,,,,,
592,389,2.6666666666666665,0.033333333333333215,4.223268166085136,,,,,
574,393,2.7,0.03333333333333366,10.696709034467544,,,,,
568,394,2.7333333333333334,0.033333333333333215,3.5286743945842773,,,,,
566,394,2.7666666666666666,0.033333333333333215,1.160220994,,,,,
567,393,2.8,0.033333333333333215,0.8204001325323966,,,,,
566,391,2.8333333333333335,0.03333333333333366,1.2971665057531878,,,,,
572,394,2.8666666666666667,0.033333333333333215,3.8914995172595632,,,,,
573,393,2.9,0.033333333333333215,0.8204001325323966,,,,,
573,398,2.933333333333333,0.033333333333333215,2.9005524849999995,,,,,
574,397,2.966666666666667,0.03333333333333366,0.8204001325323966,,,,,
572,401,3.0,0.033333333333333215,2.5943330115063756,,,,,
564,407,3.066666666666667,0.06666666666666687,5.801104969999999,,,,,
564,415,3.1,0.033333333333333215,4.640883976,,,,,
427,374,3.1,0.0,82.95782940458395,,,,,
569,426,3.1333333333333333,0.033333333333333215,87.72529065137485,,,,,
433,364,3.1333333333333333,0.0,86.70663028983984,,,,,
573,428,3.1666666666666665,0.033333333333333215,89.29933908006426,,,,,
432,363,3.1666666666666665,0.0,90.06857674858321,,,,,
580,434,3.2,0.03333333333333366,95.22474492125836,,,,,
591,439,3.2333333333333334,0.033333333333333215,7.009501805015796,,,,,
601,444,3.2666666666666666,0.033333333333333215,6.485832528765939,,,,,
606,446,3.3,0.033333333333333215,3.123990632693706,,,,,
606,448,3.3333333333333335,0.03333333333333366,1.160220994,,,,,
607,448,3.3666666666666667,0.033333333333333215,0.580110497,,,,,
608,448,3.4,0.033333333333333215,0.580110497,,,,,
609,449,3.433333333333333,0.033333333333333215,0.8204001325323966,,,,,
609,450,3.466666666666667,0.03333333333333366,0.580110497,,,,,
630,452,3.5,0.033333333333333215,12.237444340411368,,,,,
634,447,3.533333333333333,0.033333333333333215,3.7145195837299156,,,,,
635,443,3.566666666666667,0.03333333333333366,2.3918568536605567,,,,,
637,441,3.6,0.033333333333333215,1.6408002650647933,,,,,
637,439,3.6333333333333333,0.033333333333333215,1.160220994,,,,,
639,435,3.6666666666666665,0.033333333333333215,2.5943330115063756,,,,,
639,430,3.7,0.03333333333333366,2.9005524849999995,,,,,
639,425,3.7333333333333334,0.033333333333333215,2.9005524849999995,,,,,
639,420,3.7666666666666666,0.033333333333333215,2.9005524849999995,,,,,
640,420,3.8,0.033333333333333215,0.580110497,,,,,
639,415,3.8333333333333335,0.03333333333333366,2.9579947442430083,,,,,
641,409,3.8666666666666667,0.033333333333333215,3.6689409301845513,,,,,
641,403,3.9,0.033333333333333215,3.4806629819999997,,,,,
643,399,3.933333333333333,0.033333333333333215,2.5943330115063756,,,,,
646,402,3.966666666666667,0.03333333333333366,2.4612003975971897,,,,,
649,392,4.0,0.033333333333333215,6.056531397716434,,,,,
656,388,4.033333333333333,0.033333333333333215,4.677000349307572,,,,,
663,384,4.066666666666666,0.033333333333333215,4.677000349307572,,,,,
682,366,4.1,0.033333333333333215,15.182944684077825,,,,,
678,363,4.133333333333334,0.0333333333333341,2.9005524849999995,,,,,
691,351,4.166666666666667,0.033333333333333215,10.26320237900241,,,,,
708,335,4.2,0.033333333333333215,13.54281591315576,,,,,
837,211,4.366666666666666,0.16666666666666607,103.80088158852595,,,,,
852,207,4.4,0.0333333333333341,9.005736698562226,,,,,
846,215,4.433333333333334,0.033333333333333215,5.801104969999999,,,,,
846,214,4.466666666666667,0.033333333333333215,0.580110497,,,,,
760,264,4.533333333333333,0.06666666666666643,57.70860382705504,,,,,
605,412,4.733333333333333,0.20000000000000018,124.3237836464174,,,,,
587,416,4.766666666666667,0.033333333333333215,10.696709034467544,,,,,
583,414,4.8,0.033333333333333215,2.5943330115063756,,,,,
568,412,4.833333333333333,0.033333333333333215,8.778664774273786,,,,,
561,409,4.866666666666666,0.033333333333333215,4.417989921481945,,,,,
558,408,4.9,0.0333333333333341,1.8344704650922756,,,,,
560,406,4.933333333333334,0.033333333333333215,1.6408002650647933,,,,,
558,406,4.966666666666667,0.033333333333333215,1.160220994,,,,,
561,407,5.0,0.033333333333333215,1.8344704650922756,,,,,
560,402,5.033333333333333,0.033333333333333215,2.9579947442430083,,,,,
563,401,5.066666666666666,0.033333333333333215,1.8344704650922756,,,,,
565,402,5.1,0.033333333333333215,1.2971665057531878,,,,,
565,401,5.133333333333334,0.0333333333333341,0.580110497,,,,,
570,404,5.166666666666667,0.033333333333333215,3.382596401701799,,,,,
574,405,5.2,0.033333333333333215,2.3918568536605567,,,,,
576,408,5.233333333333333,0.033333333333333215,2.0916181423683984,,,,,
576,408,5.266666666666667,0.033333333333333215,0.0,,,,,
576,408,5.3,0.033333333333333215,0.0,,,,,
578,407,5.333333333333333,0.033333333333333215,1.2971665057531878,,,,,
578,407,5.366666666666666,0.033333333333333215,0.0,,,,,
582,410,5.4,0.0333333333333341,2.9005524849999995,,,,,
582,410,5.433333333333334,0.033333333333333215,0.0,,,,,
582,411,5.466666666666667,0.033333333333333215,0.580110497,,,,,
582,411,5.5,0.033333333333333215,0.0,,,,,
581,414,5.533333333333333,0.033333333333333215,1.8344704650922756,,,,,
580,413,5.566666666666666,0.033333333333333215,0.8204001325323966,,,,,
580,413,5.6,0.033333333333333215,0.0,,,,,
580,413,5.633333333333334,0.0333333333333341,0.0,,,,,
580,413,5.666666666666667,0.033333333333333215,0.0,,,,,
578,414,5.7,0.033333333333333215,1.2971665057531878,,,,,
577,413,5.733333333333333,0.033333333333333215,0.8204001325323966,,,,,
575,407,5.766666666666667,0.033333333333333215,3.6689409301845513,,,,,
575,409,5.8,0.033333333333333215,1.160220994,,,,,
575,408,5.833333333333333,0.033333333333333215,0.580110497,,,,,
574,405,5.866666666666666,0.033333333333333215,1.8344704650922756,,,,,
572,405,5.9,0.0333333333333341,1.160220994,,,,,
570,404,5.933333333333334,0.033333333333333215,1.2971665057531878,,,,,
572,401,5.966666666666667,0.033333333333333215,2.0916181423683984,,,,,
571,401,6.0,0.033333333333333215,0.580110497,,,,,
570,396,6.033333333333333,0.033333333333333215,2.9579947442430083,,,,,
570,394,6.066666666666666,0.033333333333333215,1.160220994,,,,,
571,395,6.1,0.033333333333333215,0.8204001325323966,,,,,
574,396,6.133333333333334,0.0333333333333341,1.8344704650922756,,,,,
574,395,6.166666666666667,0.033333333333333215,0.580110497,,,,,
578,397,6.2,0.033333333333333215,2.5943330115063756,,,,,
582,400,6.233333333333333,0.033333333333333215,2.9005524849999995,,,,,
586,400,6.266666666666667,0.033333333333333215,2.320441988,,,,,
593,408,6.3,0.033333333333333215,6.166659170607966,,,,,
594,409,6.333333333333333,0.033333333333333215,0.8204001325323966,,,,,
597,414,6.366666666666666,0.033333333333333215,3.382596401701799,,,,,
598,414,6.4,0.0333333333333341,0.580110497,,,,,
614,450,6.5,0.09999999999999964,22.85370317712906,,,,,
632,460,6.566666666666666,0.06666666666666643,11.945206236032297,,,,,
648,475,6.6,0.033333333333333215,12.722816464090462,,,,,
649,475,6.633333333333334,0.0333333333333341,0.580110497,,,,,
655,482,6.666666666666667,0.033333333333333215,5.348354517233772,,,,,
657,489,6.7,0.033333333333333215,4.223268166085136,,,,,
657,489,6.733333333333333,0.033333333333333215,0.0,,,,,
647,480,6.766666666666667,0.033333333333333215,7.80458853239908,,,,,
651,480,6.8,0.033333333333333215,2.320441988,,,,,
642,471,6.833333333333333,0.033333333333333215,7.383601192791569,,,,,
561,246,7.133333333333334,0.3000000000000007,138.72527167279276,,,,,
545,442,7.3,0.16666666666666607,114.07987602794188,,,,,
510,421,7.366666666666666,0.06666666666666643,23.678174811912587,,,,,
502,410,7.4,0.0333333333333341,7.8903558167533605,,,,,
500,410,7.433333333333334,0.033333333333333215,1.160220994,,,,,
499,410,7.466666666666667,0.033333333333333215,0.580110497,,,,,
431,401,7.566666666666666,0.09999999999999964,39.79152080497435,,,,,
423,412,7.633333333333334,0.06666666666666732,7.8903558167533605,,,,,
504,426,7.633333333333334,0.0,47.68564743448304,,,,,
505,430,7.666666666666667,0.033333333333333215,2.3918568536605567,,,,,
508,432,7.7,0.033333333333333215,2.0916181423683984,,,,,
509,435,7.733333333333333,0.033333333333333215,1.8344704650922756,,,,,
518,440,7.766666666666667,0.033333333333333215,5.972603118016148,,,,,
517,441,7.8,0.033333333333333215,0.8204001325323966,,,,,
525,440,7.833333333333333,0.033333333333333215,4.677000349307572,,,,,
534,441,7.866666666666666,0.033333333333333215,5.25312397301131,,,,,
544,437,7.9,0.0333333333333341,6.247981265387412,,,,,
548,429,7.933333333333334,0.033333333333333215,5.188666023012751,,,,,
549,425,7.966666666666667,0.033333333333333215,2.3918568536605567,,,,,
554,418,8.0,0.033333333333333215,4.990299186019755,,,,,
558,405,8.033333333333333,0.033333333333333215,7.8903558167533605,,,,,
557,393,8.066666666666666,0.033333333333333215,6.985455415775704,,,,,
552,384,8.1,0.033333333333333215,5.972603118016148,,,,,
550,379,8.133333333333333,0.033333333333333215,3.123990632693706,,,,,
544,380,8.166666666666666,0.033333333333333215,3.5286743945842773,,,,,
545,381,8.2,0.033333333333333215,0.8204001325323966,,,,,
547,382,8.233333333333333,0.033333333333333215,1.2971665057531878,,,,,
551,387,8.266666666666667,0.03333333333333499,3.7145195837299156,,,,,
552,389,8.3,0.033333333333333215,1.2971665057531878,,,,,
553,395,8.333333333333334,0.033333333333333215,3.5286743945842773,,,,,
552,405,8.366666666666667,0.033333333333333215,5.830038341356623,,,,,
552,417,8.4,0.033333333333333215,6.961325963999999,,,,,
551,430,8.433333333333334,0.033333333333333215,7.563715494651408,,,,,
550,442,8.466666666666667,0.033333333333333215,6.985455415775704,,,,,
550,452,8.5,0.033333333333333215,5.801104969999999,,,,,
550,461,8.533333333333333,0.033333333333333215,5.220994472999999,,,,,
553,466,8.566666666666666,0.033333333333333215,3.382596401701799,,,,,
558,461,8.6,0.033333333333333215,4.102000662661983,,,,,
561,462,8.633333333333333,0.033333333333333215,1.8344704650922756,,,,,
566,460,8.666666666666666,0.033333333333333215,3.123990632693706,,,,,
573,458,8.7,0.033333333333333215,4.223268166085136,,,,,
573,440,9.066666666666666,0.36666666666666714,10.441988945999999,,,,,
580,405,9.133333333333333,0.06666666666666643,20.70596320970106,,,,,
578,391,9.166666666666666,0.033333333333333215,8.204001325323967,,,,,
571,378,9.2,0.033333333333333215,8.565228843589058,,,,,
572,370,9.233333333333333,0.033333333333333215,4.677000349307572,,,,,
567,313,9.333333333333334,0.10000000000000142,33.19327175649709,,,,,
566,299,9.366666666666667,0.033333333333333215,8.14223883091921,,,,,
561,284,9.4,0.033333333333333215,9.172352325461377,,,,,
557,272,9.433333333333334,0.033333333333333215,7.3378818603691025,,,,,
555,268,9.466666666666667,0.033333333333333215,2.5943330115063756,,,,,
601,345,9.666666666666666,0.1999999999999993,52.03238682137815,,,,,
608,362,9.7,0.033333333333333215,10.665201722921156,,,,,
609,376,9.733333333333333,0.033333333333333215,8.14223883091921,,,,,
613,399,9.766666666666667,0.03333333333333499,13.54281591315576,,,,,
613,400,9.8,0.033333333333333215,0.580110497,,,,,
613,400,9.833333333333334,0.033333333333333215,0.0,,,,,
553,423,9.9,0.06666666666666643,37.27633151564763,,,,,
544,420,9.933333333333334,0.033333333333333215,5.503411395276826,,,,,
543,418,9.966666666666667,0.033333333333333215,1.2971665057531878,,,,,
535,414,10.0,0.033333333333333215,5.188666023012751,,,,,
529,407,10.033333333333333,0.033333333333333215,5.348354517233772,,,,,
529,407,10.066666666666666,0.033333333333333215,0.0,,,,,
528,407,10.1,0.033333333333333215,0.580110497,,,,,
528,408,10.133333333333333,0.033333333333333215,0.580110497,,,,,
523,411,10.166666666666666,0.033333333333333215,3.382596401701799,,,,,
522,409,10.2,0.033333333333333215,1.2971665057531878,,,,,
522,409,10.233333333333333,0.033333333333333215,0.0,,,,,
522,409,10.266666666666667,0.03333333333333499,0.0,,,,,
522,409,10.3,0.033333333333333215,0.0,,,,,
522,409,10.333333333333334,0.033333333333333215,0.0,,,,,
522,409,10.366666666666667,0.033333333333333215,0.0,,,,,
517,404,10.4,0.033333333333333215,4.102000662661983,,,,,
518,403,10.433333333333334,0.033333333333333215,0.8204001325323966,,,,,
518,403,10.466666666666667,0.033333333333333215,0.0,,,,,
518,403,10.5,0.033333333333333215,0.0,,,,,
518,403,10.533333333333333,0.033333333333333215,0.0,,,,,
519,404,10.566666666666666,0.033333333333333215,0.8204001325323966,,,,,
