Time (s),Output
Position,10.418905973434448
Position,10.586596727371216
Position,10.696868896484375
Position,10.821186542510986
Position,10.90480661392212
Position,11.050034046173096
Position,11.215600967407227
idle,11.313215970993042
idle,11.410238265991211
idle,11.538292646408081
idle,11.660266399383545
Realese,11.792686223983765
Realese,11.913744449615479
idle,12.028020858764648
idle,12.161954164505005
Position,12.260168552398682
idle,12.352943420410156
idle,12.482972621917725
Position,12.622709274291992
Position,12.776665210723877
Position,12.86781620979309
Position,13.04681658744812
Position,13.161815166473389
Position,13.353922367095947
Move,13.62766432762146
idle,13.641682863235474
Position,13.739757537841797
Position,13.856953620910645
Move,14.199268579483032
Position,14.476521015167236
idle,14.768467903137207
Grasp ,14.775662422180176
Grasp ,14.877893447875977
Grasp ,15.0093674659729
Grasp ,15.114053726196289
Grasp ,15.23000955581665
Grasp ,15.347642183303833
Grasp ,15.468188762664795
Grasp ,15.564982891082764
Grasp ,15.694714307785034
Reach ,15.79407024383545
Grasp ,15.909611701965332
Grasp ,16.004441022872925
Grasp ,16.117437839508057
Grasp ,16.22521209716797
Grasp ,16.333691835403442
Grasp ,16.47259545326233
Grasp ,16.554972887039185
Grasp ,16.68333411216736
Grasp ,16.81395411491394
Grasp ,16.93515372276306
Grasp ,17.04995369911194
Grasp ,17.143648147583008
Reach ,17.25905132293701
Grasp ,17.407838821411133
Grasp ,17.518668174743652
Grasp ,17.62704634666443
Grasp ,17.747627019882202
Grasp ,17.8463716506958
Grasp ,17.955087423324585
Reach ,18.084648609161377
Grasp ,18.19263792037964
Grasp ,18.302053213119507
Grasp ,18.404730558395386
Grasp ,18.51998996734619
Reach ,18.60823702812195
Grasp ,18.71694040298462
Reach ,18.824114561080933
Reach ,18.938720226287842
Reach ,19.03848695755005
Reach ,19.149827480316162
Position,19.30033826828003
Position,19.38922953605652
Position,19.496814489364624
Position,19.786519765853882
Move,19.886738777160645
Move,19.989360809326172
Position,20.22001624107361
Realese,20.325993299484253
Position,20.494251251220703
idle,20.616235733032227
Position,20.71162509918213
Position,20.812920570373535
Position,20.948206663131714
Position,21.062641620635986
Position,21.17678427696228
Position,21.287651538848877
Position,21.41246223449707
Position,21.520111799240112
Position,21.673619270324707
Position,21.82933259010315
Position,21.97616410255432
Position,22.13856840133667
Position,22.262136936187744
Position,22.42222309112549
Position,22.423252820968628
idle,22.544078826904297
Position,22.545482397079468
Position,22.634281873703003
Position,22.63609790802002
Position,22.719714403152466
Position,22.813054084777832
Position,22.905446767807007
Position,23.03347134590149
Position,23.141705989837646
Position,23.242018938064575
Position,23.351558685302734
Position,23.446961879730225
Position,23.54267692565918
Position,23.631163835525513
Position,23.71517062187195
Position,23.801283836364746
Position,23.885934829711914
Position,23.988506078720093
Position,24.074079036712646
Position,24.172313451766968
Position,24.272808074951172
Position,24.363463401794434
Position,24.478193044662476
Position,24.563567876815796
Position,24.657493114471436
Position,24.745816469192505
Position,24.84177303314209
Position,24.915515661239624
Position,25.016350984573364
Position,25.10524606704712
Position,25.19249176979065
Position,25.30540919303894
Position,25.396362781524658
Position,25.522032499313354
Position,25.647199869155884
Position,25.779533624649048
Position,25.85005831718445
Position,25.9529230594635
Position,26.022945404052734
Position,26.119505167007446
Position,26.21463108062744
Position,26.288100957870483
Position,26.38211154937744
Position,26.44394612312317
Position,26.54909324645996
Position,26.643502473831177
Position,26.717190504074097
Position,26.797616481781006
Position,26.88971996307373
Position,26.965111255645752
Position,27.033629179000854
Position,27.09601640701294
Position,27.220287322998047
Position,27.33146047592163
Position,27.419397830963135
Position,27.517842769622803
Position,27.578065156936646
Position,27.693426609039307
Position,27.778215646743774
Grasp ,27.90425944328308
Move,28.014581203460693
Grasp ,28.087995529174805
Grasp ,28.150174617767334
Grasp ,28.24430561065674
Grasp ,28.333040714263916
Grasp ,28.42556595802307
Position,28.53504467010498
Position,28.62414574623108
Position,28.750470399856567
Position,28.75148105621338
idle,28.92704486846924
idle,29.01874041557312
Position,29.08817410469055
Position,29.149669647216797
Position,29.248922109603882
Position,29.33918333053589
Position,29.441627264022827
Position,29.533692121505737
Position,29.618387937545776
Move,29.715770959854126
Position,29.716821908950806
Move,29.804365634918213
Position,29.804365634918213
Move,29.910170078277588
Position,29.91126561164856
Move,30.00372576713562
Position,30.00372576713562
Move,30.087307453155518
Position,30.089318990707397
Move,30.19693422317505
Position,30.198076248168945
Move,30.30814480781555
Position,30.309137105941772
Position,30.391374349594116
Position,30.498353242874146
Position,30.568005323410034
Position,30.689850330352783
Move,30.78523302078247
Position,30.796836376190186
Move,30.930177927017212
Position,30.931178331375122
Move,31.01557946205139
Position,31.01707696914673
Move,31.162230014801025
Position,31.164284706115723
Move,31.252768993377686
Position,31.25328040122986
Move,31.400022506713867
Position,31.401174783706665
Move,31.502899408340454
Position,31.5038800239563
Move,31.610694646835327
Position,31.61221170425415
Move,31.687865018844604
Position,31.68886947631836
Move,31.78751540184021
Position,31.78899359703064
Move,31.894767999649048
Position,31.911752700805664
Position,32.038270711898804
Position,32.1605486869812
Position,32.28004479408264
Position,32.37081480026245
Position,32.508249282836914
Position,32.61606049537659
Position,32.74553465843201
Position,32.846126317977905
Position,32.9808464050293
Position,33.13343930244446
Position,33.251121282577515
Realese,33.343905210494995
idle,33.44859600067139
Position,33.55050492286682
Position,33.648876905441284
Position,33.770140171051025
Position,33.89663743972778
Position,34.007232666015625
Position,34.133395195007324
Position,34.25059652328491
Position,34.34489631652832
Position,34.452401638031006
Position,34.56676268577576
Position,34.63746118545532
Position,34.766151428222656
Position,34.860249042510986
Position,34.97446799278259
Position,35.0826690196991
Position,35.17822194099426
Position,35.28666925430298
Position,35.35171103477478
idle,35.48285794258118
Position,35.60963463783264
Position,35.717506647109985
Position,35.790568828582764
Position,35.861913442611694
Position,35.98991918563843
Position,36.10795068740845
Position,36.207154512405396
Position,36.30863904953003
Position,36.410845041275024
Position,36.490564584732056
Position,36.60009002685547
Position,36.714781522750854
Position,36.80100965499878
Position,36.91654825210571
Position,36.9895761013031
Position,37.1062331199646
Position,37.24614453315735
Position,37.33867049217224
Position,37.45156812667847
Position,37.54746675491333
idle,37.62422204017639
idle,37.72480058670044
idle,37.81829333305359
Position,37.90813159942627
Position,38.01677179336548
Position,38.164350271224976
Position,38.23384237289429
Position,38.32072877883911
Position,38.411365270614624
Position,38.50309467315674
Position,38.600255489349365
Position,38.744399070739746
Position,38.82002568244934
Position,38.8993194103241
Position,39.000715494155884
Position,39.07673931121826
Position,39.18574357032776
Position,39.29596924781799
Position,39.40927982330322
Position,39.484235525131226
Position,39.58657383918762
Position,39.679526567459106
Position,39.76336717605591
Position,39.855664014816284
Position,39.932833433151245
Position,40.014188289642334
Position,40.100823402404785
Position,40.200753688812256
Position,40.29613518714905
Position,40.41432762145996
Position,40.51641774177551
Position,40.62839341163635
Position,40.71585392951965
Position,40.81582713127136
Position,40.90904355049133
Position,40.99937653541565
Position,41.10503673553467
Position,41.17107605934143
Position,41.27891182899475
Position,41.36748456954956
Position,41.475119829177856
Position,41.57378339767456
Position,41.66652703285217
Position,41.7465283870697
Position,41.83995318412781
Move,41.96307826042175
Position,41.964476585388184
Move,42.07861828804016
Position,42.0797803401947
Position,42.17014694213867
Position,42.26447916030884
Position,42.40344715118408
Position,42.49630379676819
Position,42.60318565368652
Position,42.698116064071655
Position,42.78383994102478
Position,42.87995219230652
