group_id,Time (s),difference
1,Position,
2,Reach ,0.11490941047668457
3,Move,0.1299269199371338
4,Release,0.09496712684631348
5,Move,0.0005164146423339844
6,Reach ,0.1153717041015625
7,Move,0.0010297298431396484
8,Reach ,0.14137649536132812
9,Move,0.6408145427703857
10,Release,0.1094670295715332
11,Position,0.09494829177856445
12,Release,0.504241943359375
13,Reach ,0.22376298904418945
14,Move,0.15160608291625977
15,Reach ,0.11188387870788574
16,Move,0.08611273765563965
17,Reach ,1.391183614730835
18,Position,0.4286832809448242
19,Reach ,0.1255042552947998
20,Release,0.17414593696594416
21,Move,0.12814617156982422
22,Release,0.776145935058592
23,Reach ,0.12006354331970392
24,Position,0.10837507247924805
25,Reach ,0.1002316474914533
26,Position,0.11691236495971857
27,Reach ,0.12893962860107244
28,Move,0.09333705902099432
29,Reach ,0.12435531616211115
30,Move,0.08339715003967285
31,Reach ,0.13904476165771484
32,Grasp ,0.09950041770935059
33,Reach ,0.3854680061340332
34,idle,0.3576650619506836
35,Grasp ,0.14317679405212225
36,Reach ,0.3472673892974889
37,Grasp ,0.17134857177734197
38,idle,0.13994884490966797
39,Reach ,0.2598295211791992
40,idle,0.13802814483642578
41,Position,1.5236485004425049
42,Reach ,0.4772603511810303
43,idle,0.10275578498840332
44,Release,0.08389663696289062
45,Position,0.09657096862792969
46,Move,0.6246118545532227
47,Release,0.23680591583251953
48,Reach ,0.20063376426696777
49,Grasp ,0.09230566024780273
50,Position,0.15915894508361816
51,idle,0.09562969207763672
52,Reach ,0.2339627742767334
53,Release,0.2006058692932129
54,Grasp ,0.5020637512207031
55,Position,0.09744358062744496
56,Move,0.12639451026916504
57,Reach ,0.21033143997192028
58,Release,0.5990262031555176
59,Reach ,0.16412234306335804
60,Release,0.11077618598937633
61,Reach ,0.2803926467895508
62,Release,1.2443060874938965
63,Reach ,0.7257633209228516
64,idle,0.12392783164978027
65,Grasp ,0.0010337829589879277
66,idle,0.09987998008728027
67,Reach ,0.2364737987518275
68,idle,0.011048793792728162
69,Reach ,0.10851907730102184
70,Grasp ,0.0010144710540735957
71,Reach ,0.12025809288025258
72,idle,0.0010123252868652344
73,Reach ,0.12775945663452148
74,Grasp ,0.0020143985748291016
75,Reach ,0.2644078731536865
76,Release,0.11867618560791371
77,Grasp ,0.0012199878692591426
78,Release,0.14844870567322133
79,idle,0.0009882450103724238
80,Release,0.4464116096496582
81,Reach ,0.17298221588134766
82,Release,0.13718771934509277
83,idle,0.28303599357604625
84,Reach ,0.13353943824768066
85,Release,4.478514671325691
86,Position,0.6127834320068288
87,Move,0.12109637260437012
88,Reach ,0.14387106895447133
89,Move,0.4194040298461914
90,Reach ,0.14252090454101562
91,Release,0.12518048286437988
92,Reach ,0.10757088661193848
93,Move,0.7582225799560547
94,idle,0.15659046173095703
95,Move,2.1362736225128174
96,idle,0.12215662002563477
97,Move,0.16989350318909402
98,Reach ,0.892723798751824
99,Position,0.34856295585632324
100,Reach ,0.14494895935058594
101,Position,0.2645254135131836
102,Move,0.1144256591796875
103,Reach ,0.2976410388946533
104,Move,0.2586233615875244
105,Position,0.1425034999847412
106,Reach ,0.3442497253417969
107,Move,0.4681556224822998
108,Reach ,0.16323351860046387
109,Move,0.7772419452667236
110,Reach ,0.13026046752929688
111,Move,0.40346717834473367
112,Reach ,0.9186515808105398
113,Grasp ,0.14776349067687988
114,Position,0.24481511116027832
115,Reach ,0.09953927993774414
116,idle,0.1258554458618164
117,Reach ,1.852417230606079
118,Move,0.1123661994934082
119,Reach ,2.724503993988037
120,Move,0.19989299774169922
121,Position,0.0009992122650146484
122,Move,1.034959316253662
123,Position,0.12319040298461914
124,Reach ,0.13596272468566895
125,Release,0.3811368942260742
126,Move,1.1963815689086843
127,Reach ,0.21525073051453347
128,Position,0.0010137557983398438
129,Reach ,0.13243818283081055
130,Position,0.10303258895874023
131,Reach ,4.862606525421143
132,Move,1.784440517425537
133,Release,0.3685445785522461
134,Move,0.35627007484436035
135,Grasp ,0.1160125732421804
136,Reach ,0.30930542945862527
137,idle,1.8267662525177002
138,Reach ,0.9465994834899902
139,Grasp ,0.2838141918182373
140,Reach ,0.15179133415222168
141,Move,0.31374335289001465
142,Release,0.319929838180542
143,Reach ,0.538743257522583
144,idle,0.11894774436950684
145,Position,0.28860974311828613
146,Reach ,0.2876770496368408
147,Move,0.3104681968688965
148,Reach ,0.2532343864440918
149,Move,0.21218013763427734
150,Release,0.1304497718810964
151,Reach ,0.13268375396729226
152,idle,0.0959024429321289
153,Reach ,0.559924840927124
154,idle,0.11789274215698242
155,Reach ,1.2466917037963867
156,idle,0.42926788330078125
