group_id,Time (s),difference
1,Position,
2,Reach ,0.3060264587402344
3,Release,0.44744253158569336
4,Reach ,0.10339879989624023
5,Move,0.07926321029663086
6,Position,0.07235240936279297
7,Grasp ,0.07343268394470304
8,Reach ,0.13592004776000888
9,Position,0.059096574783325195
10,Move,0.1563134193420419
11,Release,0.15658831596374423
12,Move,0.15179753303527832
13,Release,0.20679712295532227
14,Position,1.4351427555084229
15,Grasp ,0.12816858291625977
16,Position,0.3647758960723877
17,Grasp ,0.32649755477905273
18,Reach ,0.3631021976470947
19,Grasp ,0.13103532791137873
20,Reach ,0.1581542491912824
21,Grasp ,0.07387757301330566
22,idle,0.06892681121826172
23,Grasp ,0.30481600761413574
24,Reach ,0.06978845596313299
25,Grasp ,0.1463909149169922
26,Reach ,0.07944083213806508
27,Grasp ,0.07348561286926092
28,Reach ,0.0620155334472674
29,Grasp ,0.4321126937866193
30,idle,0.1474308967590332
31,Position,0.06619882583618342
32,Reach ,0.07950282096862793
33,Grasp ,0.0806076526641828
34,Position,0.495819091796875
35,idle,0.1325380802154541
36,Position,0.052666664123535156
37,Release,0.21290063858032227
38,Reach ,5.347656488418579
39,Position,0.09418129920959473
40,Reach ,0.10216379165649414
41,Position,0.1913771629333496
42,Reach ,0.18703413009643555
43,Position,0.09992694854736328
44,Grasp ,0.18629717826843262
45,Reach ,1.7066881656646729
46,Position,0.5009734630584717
47,Reach ,0.0
48,Position,0.09264373779296875
49,Reach ,0.2818942070007324
50,Grasp ,0.17624354362487793
51,idle,0.46767258644104004
52,Position,3.4648969173431396
53,Release,0.09763646125793812
54,Reach ,0.20009326934814098
55,Move,3.670957326889038
56,Reach ,0.06755781173706055
57,Position,0.2646298408508301
58,Grasp ,0.5652141571044886
59,Position,0.0852885246276891
60,Move,0.08341550827026367
61,Reach ,0.08875608444213867
62,Position,0.3712191581726074
63,Release,0.20367050170898082
64,Move,0.08718061447144265
65,Reach ,0.18687295913695934
66,Release,0.26951909065246227
67,Position,0.1671051979064977
68,Release,0.09558248519897106
69,Position,0.3283572196960485
70,Release,0.1594400405883789
71,Position,0.4460592269897461
72,Release,0.2430744171142578
73,Position,0.26127481460572
74,Release,0.0992753505706716
75,Position,1.0532331466674805
76,Reach ,0.0920877456665039
77,Position,1.0505523681640625
78,Release,0.1853339672088623
79,Position,0.3293788433074951
80,Release,0.06418418884277344
81,Position,0.09718680381774902
82,Release,0.17750978469848633
83,Position,0.08859872817993164
84,Release,0.6084003448486328
85,Position,0.25075674057006836
86,Release,0.08947610855102539
87,Position,0.06919479370117188
88,Release,0.17040467262268066
89,Position,2.366588592529297
90,Release,0.08187437057495117
91,Reach ,0.08474421501159668
92,Position,0.18375754356384277
93,Release,0.15366673469543457
94,Move,0.17159295082092285
95,Reach ,0.09125351905822754
96,Position,0.36875295639038086
97,Release,0.33351683616638184
98,Position,0.20424675941467996
99,Move,0.3644747734069753
100,Position,0.09757661819458008
101,Reach ,0.08249330520629883
102,Position,0.09960222244263406
103,Move,0.05312156677245383
104,Reach ,0.08878731727600098
105,Move,0.6077637672424316
106,Position,0.4609057903289795
107,Move,0.18009138107300515
108,Grasp ,0.07437443733214621
109,Position,0.25959086418151855
110,Reach ,0.33862733840942383
111,Position,0.17049264907836914
112,Reach ,0.2817418575286865
113,Move,0.09595108032226562
114,Reach ,0.17776894569396973
115,Position,0.37502479553222656
116,Reach ,0.09548091888428445
117,Move,0.11176013946532493
118,Position,0.07654500007629395
119,Reach ,0.07851004600524902
120,idle,0.09565353393554688
121,Position,1.5816051959991526
122,Reach ,0.9163644313812185
123,idle,0.07991266250610352
124,Grasp ,0.09011554718017578
125,Move,0.07400989532470703
126,Position,4.083961009979248
127,Grasp ,0.10064983367919922
128,Position,1.4354121685028076
129,Release,0.08596444129943848
130,Position,0.49303436279296875
131,Release,0.09184479713439941
132,Position,0.10512757301330566
133,Release,2.6598496437072754
134,Reach ,1.6314072608947754
135,Position,0.0791022777557373
136,Reach ,0.7044198513031006
137,idle,0.0865774154663086
138,Grasp ,0.2850456237792969
139,idle,0.23784708976745605
140,Reach ,0.5799984931945801
